sentence,label,label_idx
Can erectile dysfunction be caused by the covid vaccine?,Does the vaccine cause impotence?,165
Is erectile dysfunction something to worry about if I get the vaccines/,Does the vaccine cause impotence?,165
Has getting the vaccine been linked to causing impotence?,Does the vaccine cause impotence?,165
Should I be worried about the reports of there being a link between the Covid-19 vaccines and erectile dysfunction?,Does the vaccine cause impotence?,165
Is it right that the covid19 vaccine will mean that I will get erectile dysfunction?,Does the vaccine cause impotence?,165
COVID-19 vaccines cause impotence,Does the vaccine cause impotence?,165
I am concerned by the lack of evidence between the vaccine and erectile dysfunction,Does the vaccine cause impotence?,165
Do any of the vaccines cause a person to get impotence,Does the vaccine cause impotence?,165
Can the COVID-19 vaccine cause impotence or any other illnesses?,Does the vaccine cause impotence?,165
It is possible to get impotence from the vaccine.,Does the vaccine cause impotence?,165
the vaccine can maybe give you impotence,Does the vaccine cause impotence?,165
Is erectile dysfunction caused by the covid19 vaccine?,Does the vaccine cause impotence?,165
Is there a link between the COVID vaccine and erectile dysfunction?,Does the vaccine cause impotence?,165
Can a person get impotence from the vaccine?,Does the vaccine cause impotence?,165
Does the vaccine cause impotence?,Does the vaccine cause impotence?,165
Will the COVID vaccine  cause erectile dysfunction?,Does the vaccine cause impotence?,165
"I have heard that the covid19 vaccine causes impotence, is that right?",Does the vaccine cause impotence?,165
Is there a chance of developing impotence after receiving the vaccine?,Does the vaccine cause impotence?,165
Is one of the serious side effects of the Covid-19 erectile dysfunction.,Does the vaccine cause impotence?,165
If the vaccine contains animal products this would prevent many people from wanting to have it.,Does the vaccine contain animal products?,48
"I concerned about the components, nobody has bothered to explain them in a simple way",Does the vaccine contain animal products?,48
is it true there are animal products in the vaccine,Does the vaccine contain animal products?,48
does it include animals,Does the vaccine contain animal products?,48
Does the vaccine contain animal products?,Does the vaccine contain animal products?,48
I am a vegan.  Does the vaccine have any animal products in it,Does the vaccine contain animal products?,48
Whats in the vaccine?,Does the vaccine contain animal products?,48
What are the components of vaccines? Are they vegan friendly?,Does the vaccine contain animal products?,48
Can I get a vaccine that has no animal parts used in its making?,Does the vaccine contain animal products?,48
I'm a Vegan and concerned there are animal products used in the vaccine?,Does the vaccine contain animal products?,48
I will not get the vaccine if it has animal components,Does the vaccine contain animal products?,48
"As someone who loves animals, I'm concerned that the vaccine contains animal products.",Does the vaccine contain animal products?,48
does it include animals products,Does the vaccine contain animal products?,48
Where can I found out the information about what the vaccine contains as I have heard they use animal products?,Does the vaccine contain animal products?,48
Is it true that the vaccine contains animal products?,Does the vaccine contain animal products?,48
"I have heard that the vaccine contains animal products, is that right?",Does the vaccine contain animal products?,48
What animal products are in the vaccine?,Does the vaccine contain animal products?,48
What ingredients are in the vaccine,Does the vaccine contain animal products?,48
As a committed vegan how do I find out if the vaccine has any animal products in its ingredients.,Does the vaccine contain animal products?,48
Were animals harmed?,Does the vaccine contain animal products?,48
"My family and I are Jewish, how can we be sure that the vaccine is kosher and contains no pig by-product?",Does the vaccine contain animal products?,48
are there animal products in the vaccine,Does the vaccine contain animal products?,48
"I am vegan, is the vaccine vegan?",Does the vaccine contain animal products?,48
I will not eat any meat or use any products that were an animal.  Should I be concerned about the use of animals in the vaccine,Does the vaccine contain animal products?,48
Are there any animal products in the vaccine?,Does the vaccine contain animal products?,48
Can I take the COVID-19 vaccine if I am allergic to eggs?,Does the vaccine contain eggs?,140
does the vaccine include eggs?,Does the vaccine contain eggs?,140
How likely is the vaccine to contain eggs?,Does the vaccine contain eggs?,140
Is the egg one of the components of the vaccine?,Does the vaccine contain eggs?,140
Is the vaccination made using eggs?,Does the vaccine contain eggs?,140
why the vaccine contain eggs?,Does the vaccine contain eggs?,140
are there eggs in the vaccine?,Does the vaccine contain eggs?,140
Are eggs an ingredient in the vaccine?,Does the vaccine contain eggs?,140
It is possible the appearance of eggs in modern vaccines?,Does the vaccine contain eggs?,140
I wonder if the vaccine includes eggs,Does the vaccine contain eggs?,140
Is there any egg in the vaccine?,Does the vaccine contain eggs?,140
Among the components of the vaccine is the egg?,Does the vaccine contain eggs?,140
The vaccines have eggs or some?,Does the vaccine contain eggs?,140
Does the vaccine contain eggs?,Does the vaccine contain eggs?,140
Is there an egg in the vaccine?,Does the vaccine contain eggs?,140
Does the ingredients of the vaccine include live covid virus?,Does the vaccine contain live COVID virus?,49
It it true that the vaccine actually contains live covid virus?,Does the vaccine contain live COVID virus?,49
Is it possible to catch Covid from the vaccine if it contains a live Covid virus?,Does the vaccine contain live COVID virus?,49
Are there traces of the COVID virus inside vaccines?,Does the vaccine contain live COVID virus?,49
Does the vaccine contain live COVID virus?,Does the vaccine contain live COVID virus?,49
Can they make an effective vaccine without using the covid virus?,Does the vaccine contain live COVID virus?,49
Where can I find the components of the vaccine? I am concerned that the vaccine has traces of the live virus,Does the vaccine contain live COVID virus?,49
Do they use live covid to make the vaccine,Does the vaccine contain live COVID virus?,49
How do I know what is in the vaccine such as the covid virus?,Does the vaccine contain live COVID virus?,49
Is one of the ingredients in the vaccine the COVID virus itself?,Does the vaccine contain live COVID virus?,49
I heard that the vaccine contains live COVID virus.,Does the vaccine contain live COVID virus?,49
"I've heard that some of the vaccines contain live virus, can I catch covid from them?",Does the vaccine contain live COVID virus?,49
Is it a rumor or fact that the vaccine contains live COVID virus?,Does the vaccine contain live COVID virus?,49
Is it true that the vaccine contains live COVID virus or is that just a rumor?,Does the vaccine contain live COVID virus?,49
Is it dangerous for the vaccine to contain traces of the virus among its components?,Does the vaccine contain live COVID virus?,49
Is the vaccine made with a live virus?,Does the vaccine contain live COVID virus?,49
If Covid is in the vaccine wont that make me sick? My immune system is really weak.,Does the vaccine contain live COVID virus?,49
Will I get a mild case of Covid after getting the shot?,Does the vaccine contain live COVID virus?,49
Is the live COVID virus in the vaccine?,Does the vaccine contain live COVID virus?,49
Does the COVID vaccine contain the live virus?,Does the vaccine contain live COVID virus?,49
Is there live Covid virus in the Covid vaccine?,Does the vaccine contain live COVID virus?,49
"If the vaccine contains the COVID virus, won't it make me sick?",Does the vaccine contain live COVID virus?,49
"I've heard that pregnant women should only consider taking the vaccine if they are at high risk from coronavirus, is that right?",Does the vaccine impact pregnancy?,50
I am concerned about how safe vaccines are for pregnant women.,Does the vaccine impact pregnancy?,50
"I want to get the vaccine but plan to get pregnant soon, is this ok?",Does the vaccine impact pregnancy?,50
Are there any safety concerns about the vaccine for pregnant women?,Does the vaccine impact pregnancy?,50
Can a woman's pregnancy be affected by having contracted covid?,Does the vaccine impact pregnancy?,50
Is the vaccine dangerous to women who are pregnant?,Does the vaccine impact pregnancy?,50
Will the vaccine cause any harm in pregnancy?,Does the vaccine impact pregnancy?,50
